"Protein","Label","log2FC","SE","DF","pvalue","adj.pvalue","issue"
"sp|A0A075B6H7|KV37_HUMAN","Spindle vs TNBC",-0.71606587562175,1.45110080695444,9.4995552233151,0.632892653359547,0.9929704314303,NA
"sp|A0A075B6H7|KV37_HUMAN","Squamous vs TNBC",1.15720183253103,1.18481884745977,9.4995552233151,0.352937685720187,0.905942215661498,NA
"sp|A0A075B6H7|KV37_HUMAN","Sarcomatoid vs TNBC",-0.823017083974544,1.18481884745977,9.4995552233151,0.503917753924062,0.823450224763536,NA
"sp|A0A075B6P5|KV228_HUMAN","Spindle vs TNBC",0.283258344891568,0.583503287113227,27.5995209802054,0.631192651642659,0.9929704314303,NA
"sp|A0A075B6P5|KV228_HUMAN","Squamous vs TNBC",1.08001685600215,0.653566330566693,27.7648875622318,0.109698894551167,0.6881597429388,NA
"sp|A0A075B6P5|KV228_HUMAN","Sarcomatoid vs TNBC",0.823075620300705,0.61313589079437,27.7778883726737,0.190334120312861,0.616413127086285,NA
"sp|A0A087WSY6|KVD15_HUMAN","Spindle vs TNBC",-0.083096283387031,0.41455719573559,59.3054334546185,0.841817688109764,0.9929704314303,NA
"sp|A0A087WSY6|KVD15_HUMAN","Squamous vs TNBC",1.89524106005561,0.45358676900585,58.2567728239666,9.96859666619701e-05,0.0203003350680912,NA
"sp|A0A087WSY6|KVD15_HUMAN","Sarcomatoid vs TNBC",0.685035920036963,0.441337821630571,58.1350318338185,0.126046490439326,0.532738243594331,NA
"sp|A0A0A0MT36|KVD21_HUMAN","Spindle vs TNBC",1.88943143236999,1.3158462241295,9.4995552233151,0.183128911649367,0.854402426292314,NA
"sp|A0A0A0MT36|KVD21_HUMAN","Squamous vs TNBC",-Inf,NA,NA,NA,NA,"oneConditionMissing"
"sp|A0A0A0MT36|KVD21_HUMAN","Sarcomatoid vs TNBC",1.4874491438876,1.76539296305399,9.4995552233151,0.420181617621972,0.7899637171594,NA
"sp|A0A0B4J1V0|HV315_HUMAN","Spindle vs TNBC",0.306112647289888,0.360880994029656,33.8684836940647,0.402261218404562,0.964215289437485,NA
"sp|A0A0B4J1V0|HV315_HUMAN","Squamous vs TNBC",1.1431673871944,0.422685587620189,33.7195263655873,0.0106419224814517,0.298311870446395,NA
"sp|A0A0B4J1V0|HV315_HUMAN","Sarcomatoid vs TNBC",0.625759857553168,0.400463013623913,33.7287665825903,0.127483983992578,0.532738243594331,NA
"sp|A0A0B4J1X5|HV374_HUMAN","Spindle vs TNBC",0.131524331692498,0.338514956167532,33.7480496800929,0.70006183579664,0.9929704314303,NA
"sp|A0A0B4J1X5|HV374_HUMAN","Squamous vs TNBC",-0.016963787320868,0.385477479056658,33.675715384679,0.965158573167698,0.998541565103368,NA
"sp|A0A0B4J1X5|HV374_HUMAN","Sarcomatoid vs TNBC",-0.060358405341662,0.34948456420616,33.6000844019231,0.863917954781839,0.968366352317692,NA
